Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality-foam-firm-150-bed-set-5,50000,,100,continue,manual,10499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-6,50000,,100,continue,manual,4999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-7,50000,,100,continue,manual,5499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-8,50000,,100,continue,manual,7999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-9,50000,,100,continue,manual,7999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-10,50000,,100,continue,manual,9499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-firm-150-bed-set-11,50000,,100,continue,manual,6599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-firm-150-bed-set-12,50000,,100,continue,manual,7199,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-firm-150-bed-set-13,50000,,100,continue,manual,10199,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-firm-150-bed-set-14,50000,,100,continue,manual,10199,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-firm-150-bed-set-15,50000,,100,continue,manual,12599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-16,50000,,100,continue,manual,5999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-17,50000,,100,continue,manual,6599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-18,50000,,100,continue,manual,9599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-19,50000,,100,continue,manual,9599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-firm-150-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-firm-150-bed-set-20,50000,,100,continue,manual,11399,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Firm 150 Bed Set,"Hospitality-Foam Firm 150 Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,Hospitality - Spring Bed Set,"<h3>Hospitality - Spring Bed Set</h3>
<p><strong>Manufacturer:</strong> Mattress World<br/>
<strong>Range:</strong> Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.</p>
<h4>Features & Specs:</h4>
<ul>
  <li>Hospitality Grade Quality</li>
  <li>Heavy Duty Full Body Support Spring</li>
  <li>High Density Orthopedic Comfort F oam</li>
  <li>Turn able Design</li>
  <li>120kg Per Person Per Side</li>
  <li>1 Year Guarantee</li>
  <li>15 Year Warranty</li>
  <li>Medium Firm Feel</li>
</ul>
",Mattress World,Furniture > Beds & Accessories > Mattresses,Beds & Mattresses,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-1,50000,,100,continue,manual,3999,,TRUE,TRUE,,https://wondrous-baklava-e13b07.netlify.app/assets/products/mattress_world_Hospitality-Pocket_Bed_set.jpg,1,Hospitality - Spring Bed Set,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-2,50000,,100,continue,manual,4499,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-3,50000,,100,continue,manual,5499,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-4,50000,,100,continue,manual,5499,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-5,50000,,100,continue,manual,7499,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-6,50000,,100,continue,manual,4799,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-7,50000,,100,continue,manual,5399,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-8,50000,,100,continue,manual,6599,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-9,50000,,100,continue,manual,6599,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---spring-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---spring-bed-set-10,50000,,100,continue,manual,8999,,TRUE,TRUE,,,,,FALSE,Hospitality - Spring Bed Set,"Hospitality - Spring Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,Hospitality - Pocket Bed Set,"<h3>Hospitality - Pocket Bed Set</h3>
<p><strong>Manufacturer:</strong> Mattress World<br/>
<strong>Range:</strong> Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.</p>
<h4>Features & Specs:</h4>
<ul>
  <li>Hospitality Grade Quality</li>
  <li>Heavy Duty Pocket Spring</li>
  <li>High Density Orthopedic Comfort F oam</li>
  <li>Turn able Design</li>
  <li>120kg Per Person Per Side</li>
  <li>1 Year Guarantee</li>
  <li>15 Year Warranty</li>
  <li>Medium Feel</li>
</ul>
",Mattress World,Furniture > Beds & Accessories > Mattresses,Beds & Mattresses,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-1,50000,,100,continue,manual,4999,,TRUE,TRUE,,https://wondrous-baklava-e13b07.netlify.app/assets/products/mattress_world_Hospitality-Pocket_Bed_set.jpg,1,Hospitality - Pocket Bed Set,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-2,50000,,100,continue,manual,5999,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-3,50000,,100,continue,manual,6999,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-4,50000,,100,continue,manual,6999,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-5,50000,,100,continue,manual,8999,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-6,50000,,100,continue,manual,5999,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-7,50000,,100,continue,manual,7199,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality---pocket-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality---pocket-bed-set-8,50000,,100,continue,manual,8399,,TRUE,TRUE,,,,,FALSE,Hospitality - Pocket Bed Set,"Hospitality - Pocket Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
