Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-2,50000,,100,continue,manual,3999,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-3,50000,,100,continue,manual,4999,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-4,50000,,100,continue,manual,4999,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-5,50000,,100,continue,manual,6999,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-6,50000,,100,continue,manual,4199,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-7,50000,,100,continue,manual,4799,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-8,50000,,100,continue,manual,5999,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-9,50000,,100,continue,manual,5999,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-support-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-ortho-support-foam-bed-set-10,50000,,100,continue,manual,8399,,TRUE,TRUE,,,,,FALSE,Ortho Support-Foam Bed Set,"Ortho Support-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattress es and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,Ortho Top Bed Set,"<h3>Ortho Top Bed Set</h3>
<p><strong>Manufacturer:</strong> Mattress World<br/>
<strong>Range:</strong> Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.</p>
<h4>Features & Specs:</h4>
<ul>
  <li>Hip Support Spring</li>
  <li>Orthopedic Comfort Foam</li>
  <li>Turn Free Design</li>
  <li>115kg Per Person Per Side</li>
  <li>1 Year Guarantee</li>
  <li>15 Year Warranty</li>
  <li>Medium Firm Feel</li>
  <li>Prices – Bed Set :</li>
</ul>
",Mattress World,Furniture > Beds & Accessories > Mattresses,Beds & Mattresses,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-top-bed-set-1,50000,,100,continue,manual,2499,,TRUE,TRUE,,https://wondrous-baklava-e13b07.netlify.app/assets/products/mattress_world_Ortho-Top_Single_Bed_Set.jpg,1,Ortho Top Bed Set,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-top-bed-set-2,50000,,100,continue,manual,2799,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-top-bed-set-3,50000,,100,continue,manual,2999,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-top-bed-set-4,50000,,100,continue,manual,2999,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-ortho-top-bed-set-5,50000,,100,continue,manual,4999,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-ortho-top-bed-set-6,50000,,100,continue,manual,1999,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-ortho-top-bed-set-7,50000,,100,continue,manual,2299,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-ortho-top-bed-set-8,50000,,100,continue,manual,2499,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-ortho-top-bed-set-9,50000,,100,continue,manual,2499,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-ortho-top-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-ortho-top-bed-set-10,50000,,100,continue,manual,3999,,TRUE,TRUE,,,,,FALSE,Ortho Top Bed Set,"Ortho Top Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,Hospitality-Foam Bed Set,"<h3>Hospitality-Foam Bed Set</h3>
<p><strong>Manufacturer:</strong> Mattress World<br/>
<strong>Range:</strong> Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.</p>
<h4>Features & Specs:</h4>
<ul>
  <li>Hospitality Grade Quality</li>
  <li>Heavy Duty Support Foam Core</li>
  <li>High Density Orthopedic Comfort Foam</li>
  <li>Turnable Design</li>
  <li>Multi Layered Foam</li>
  <li>120kg Per Person Per Side</li>
  <li>1 Year Guarantee</li>
  <li>15 Year Warranty</li>
</ul>
",Mattress World,Furniture > Beds & Accessories > Mattresses,Beds & Mattresses,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-1,50000,,100,continue,manual,3999,,TRUE,TRUE,,https://wondrous-baklava-e13b07.netlify.app/assets/products/mattress_world_Hospitality-Pocket_Bed_set.jpg,1,Hospitality-Foam Bed Set,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-2,50000,,100,continue,manual,4499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-3,50000,,100,continue,manual,5499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-4,50000,,100,continue,manual,5499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-5,50000,,100,continue,manual,7499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-6,50000,,100,continue,manual,3499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-7,50000,,100,continue,manual,3999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-8,50000,,100,continue,manual,4999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-9,50000,,100,continue,manual,4999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Standard (188cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-10,50000,,100,continue,manual,6499,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-11,50000,,100,continue,manual,4799,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-12,50000,,100,continue,manual,5399,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Double (137cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-13,50000,,100,continue,manual,6599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Queen (152cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-14,50000,,100,continue,manual,6599,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,King (183cm),Length,Extra Length (200cm),Configuration,Bed Set,mattress-world-hospitality-foam-bed-set-15,50000,,100,continue,manual,8999,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Single (91cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-16,50000,,100,continue,manual,4199,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
mattress-world-hospitality-foam-bed-set,,,,Furniture > Beds & Accessories > Mattresses,,"Mattress World, Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support.",TRUE,Size,Three Quarter (107cm),Length,Extra Length (200cm),Configuration,Mattress Only,mattress-world-hospitality-foam-bed-set-17,50000,,100,continue,manual,4799,,TRUE,TRUE,,,,,FALSE,Hospitality-Foam Bed Set,"Hospitality-Foam Bed Set by Mattress World. Official Ortho Sleep Range – All Ortho Sleep Range Mattresses are Orthopedic Design. Made stronger to help improve posture, better quality than average mattresses and keep their shape and feel for a longer period of time. Great quality and good for back support. collection.",active
